FY18/19 - CONDOMINIUM COMPARABLE PROPERTIES as of 01/05/2018  prepared on 02/01/2018,,,,,,,,,,,,,,,COMPARABLE RENTAL - 1,,,,,,,,,,,,,,,COMPARABLE RENTAL - 2,,,,,,,,,,,,,,,COMPARABLE RENTAL - 3,,,,,,,,,,,,,,
Boro-Block-Lot,Condominium,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance from Condo in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance from Condo in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance from Condo in miles
1-01493-7501,0051-R1,1080 MADISON AVENUE,UPPER EAST SIDE (79-96),R4  -ELEVATOR,29,1981,"50,384","2,228,484",44.23,"478,648",9.5,"1,749,836","14,083,997",279.53,1-01492-0036,920 PARK AVENUE,UPPER EAST SIDE (79-96),D9  -ELEVATOR,72,1962,"155,544","6,691,503",43.02,"1,550,774",9.97,"5,140,729","37,340,000",240.06,0.1,1-01517-0001,1085 PARK AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,46,1926,"127,395","5,634,681",44.23,"1,210,253",9.5,"4,424,428","42,329,000",332.27,0.41,1-01502-0052,46 EAST 91 STREET,UPPER EAST SIDE (79-96),D6  -ELEVATOR,28,1930,"46,718","2,270,962",48.61,"609,203",13.04,"1,661,759","16,352,000",350.01,0.46
1-01048-7501,0058-R1,347 WEST 57 STREET,MIDTOWN WEST,R4  -ELEVATOR,261,1982,"263,995","13,999,655",53.03,"2,228,118",8.44,"11,771,537","94,747,994",358.9,1-01046-0043,318 WEST 56 STREET,MIDTOWN WEST,D3  -ELEVATOR,68,1961,"54,400","2,739,040",50.35,"408,544",7.51,"2,330,496","9,155,000",168.29,0.11,1-01045-0054,350 WEST 55 STREET,MIDTOWN WEST,D3  -ELEVATOR,126,1912,"75,926","4,210,856",55.46,"679,538",8.95,"3,531,318","17,664,000",232.65,0.15,1-01067-0052,448 WEST 58 STREET,CLINTON,D1  -ELEVATOR,53,1926,"32,665","1,732,225",53.03,"275,693",8.44,"1,456,532","8,300,000",254.09,0.17
1-01343-7501,0060-R1,317 EAST 50 STREET,MIDTOWN EAST,R9  -CONDOPS,114,1931,"79,062","3,770,467",47.69,"998,553",12.63,"2,771,914","22,311,000",282.2,1-01343-0005,307 EAST 50 STREET,MIDTOWN EAST,D3  -ELEVATOR,111,1962,"71,137","3,315,696",46.61,"911,265",12.81,"2,404,431","14,848,000",208.72,0,1-01342-0045,320 EAST 50 STREET,MIDTOWN EAST,D1  -ELEVATOR,36,1960,"23,442","1,117,949",47.69,"296,072",12.63,"821,877","5,857,000",249.85,0.05,1-01324-0042,214 EAST 51 STREET,MIDTOWN EAST,D1  -ELEVATOR,65,1927,"28,458","1,363,992",47.93,"368,816",12.96,"995,176","9,209,000",323.6,0.14
1-01342-7501,0061-R1,309 EAST 49 STREET,MIDTOWN EAST,R4  -ELEVATOR,85,1982,"119,419","5,189,950",43.46,"1,431,834",11.99,"3,758,116","30,249,018",253.3,1-01342-0045,320 EAST 50 STREET,MIDTOWN EAST,D1  -ELEVATOR,36,1960,"23,442","1,018,789",43.46,"281,070",11.99,"737,719","5,857,000",249.85,0,1-01343-0005,307 EAST 50 STREET,MIDTOWN EAST,D3  -ELEVATOR,111,1962,"71,137","3,014,786",42.38,"866,449",12.18,"2,148,337","14,848,000",208.72,0.05,1-01324-0042,214 EAST 51 STREET,MIDTOWN EAST,D1  -ELEVATOR,65,1927,"28,458","1,243,615",43.7,"350,887",12.33,"892,728","9,209,000",323.6,0.15
1-01113-7501,0062-R1,30 WEST 61 STREET,UPPER WEST SIDE (59-79),R4  -ELEVATOR,165,1982,"202,235","11,155,283",55.16,"3,791,906",18.75,"7,363,377","59,267,033",293.06,1-01117-0055,56 WEST 65 STREET,UPPER WEST SIDE (59-79),D1  -ELEVATOR,53,1937,"33,312","1,864,140",55.96,"611,608",18.36,"1,252,532","9,261,000",278.01,0.21,1-01117-0025,9 WEST 64 STREET,UPPER WEST SIDE (59-79),D1  -ELEVATOR,35,1930,"21,528","1,187,484",55.16,"403,650",18.75,"783,834","3,908,000",181.53,0.21,1-01067-0018,425 WEST 57 STREET,CLINTON,D1  -ELEVATOR,50,1940,"39,210","2,123,614",54.16,"668,923",17.06,"1,454,691","6,335,000",161.57,0.2
1-00935-7501,0064-R1,350 EAST 30 STREET,KIPS BAY,R4  -ELEVATOR,128,1956,"125,776","6,951,640",55.27,"2,248,875",17.88,"4,702,765","37,851,990",300.95,1-00939-0038,340 EAST 34 STREET,KIPS BAY,D7  -ELEVATOR,201,1962,"142,260","7,653,588",53.8,"2,799,677",19.68,"4,853,911","42,061,000",295.66,0.2,1-00904-0043,214 EAST 24 STREET,GRAMERCY,D3  -ELEVATOR,72,1980,"57,800","3,214,258",55.61,"1,070,456",18.52,"2,143,802","16,652,000",288.1,0.32,1-00886-0058,140 EAST 31 STREET,MURRAY HILL,D7  -ELEVATOR,34,1910,"21,236","1,173,714",55.27,"379,700",17.88,"794,014","2,113,000",99.5,0.26
1-00072-7501,0065-R1,170 JOHN STREET,FINANCIAL,R4  -ELEVATOR,14,1840,"24,362","1,111,151",45.61,"381,022",15.64,"730,129","5,877,001",241.24,1-00274-0014,75 MONROE STREET,LOWER EAST SIDE,D3  -ELEVATOR,24,1900,"10,785","453,186",42.02,"130,606",12.11,"322,580","2,279,000",211.31,0.72,1-00276-0022,53 MARKET STREET,LOWER EAST SIDE,C1  -WALK-UP,15,1921,"10,345","471,835",45.61,"161,796",15.64,"310,039","886,000",85.65,0.63,1-00274-0003,51 MONROE STREET,LOWER EAST SIDE,C4  -WALK-UP,20,1900,"9,910","494,014",49.85,"137,749",13.9,"356,265","1,839,000",185.57,0.72
1-00520-7501,0066-R1,27 KING STREET,SOHO,R4  -ELEVATOR,38,1900,"33,383","1,385,728",41.51,"420,292",12.59,"965,436","7,771,000",232.78,1-00520-0051,37 KING STREET,SOHO,D9  -ELEVATOR,40,1937,"20,035","831,653",41.51,"252,241",12.59,"579,412","2,863,000",142.9,0,1-00504-0036,100 SULLIVAN STREET,SOHO,D1  -ELEVATOR,70,1920,"33,750","1,432,350",42.44,"335,475",9.94,"1,096,875","11,596,000",343.59,0.15,1-00504-0031,112 SULLIVAN STREET,SOHO,D1  -ELEVATOR,60,1920,"38,880","1,598,746",41.12,"450,619",11.59,"1,148,127","10,280,000",264.4,0.15
1-00793-7501,0069-R1,117 WEST 17 STREET,CHELSEA,R4  -ELEVATOR,35,1900,"61,572","3,125,395",50.76,"754,257",12.25,"2,371,138","19,085,004",309.96,1-00792-0008,151 WEST 16 STREET,CHELSEA,D3  -ELEVATOR,76,1962,"43,770","2,151,733",49.16,"523,489",11.96,"1,628,244","12,474,000",284.99,0.04,1-00792-0012,141 WEST 16 STREET,CHELSEA,D1  -ELEVATOR,48,1940,"34,662","1,888,039",54.47,"403,812",11.65,"1,484,227","8,025,000",231.52,0.04,1-00791-0050,114 WEST 16 STREET,CHELSEA,D1  -ELEVATOR,41,1939,"32,736","1,661,679",50.76,"401,016",12.25,"1,260,663","5,727,000",174.95,0.09
1-01235-7501,0074-R1,250 WEST 88 STREET,UPPER WEST SIDE (79-96),R4  -ELEVATOR,60,1920,"56,306","2,203,254",39.13,"682,992",12.13,"1,520,262","12,236,000",217.31,1-01248-0037,302 WEST 87 STREET,UPPER WEST SIDE (79-96),D3  -ELEVATOR,54,1914,"47,067","1,841,732",39.13,"570,923",12.13,"1,270,809","7,920,000",168.27,0.13,1-01248-0051,340 WEST 87 STREET,UPPER WEST SIDE (79-96),D3  -ELEVATOR,29,1925,"29,303","1,200,544",40.97,"426,359",14.55,"774,185","4,787,000",163.36,0.13,1-01247-0013,349 WEST 85 STREET,UPPER WEST SIDE (79-96),D2  -ELEVATOR,36,1920,"24,192","878,895",36.33,"314,254",12.99,"564,641","4,264,000",176.26,0.16
1-00851-7501,0077-R1,5 EAST 22 STREET,FLATIRON,R4  -ELEVATOR,423,1985,"380,448","21,084,428",55.42,"4,824,081",12.68,"16,260,347","130,879,006",344.01,1-00846-0041,220 PARK AVENUE SOUTH,FLATIRON,D7  -ELEVATOR,38,1900,"33,638","1,832,262",54.47,"341,089",10.14,"1,491,173","12,004,000",356.86,0.23,1-00903-0013,217 EAST 22 STREET,GRAMERCY,D2  -ELEVATOR,35,1920,"17,526","987,941",56.37,"266,746",15.22,"721,195","5,805,000",331.22,0.34, , , , , , , , , , , , , , , 
1-01246-7501,0078-R1,342 WEST 85 STREET,UPPER WEST SIDE (79-96),R4  -ELEVATOR,22,1910,"28,436","1,197,724",42.12,"335,260",11.79,"862,464","6,941,996",244.13,1-01246-0053,350 WEST 85 STREET,UPPER WEST SIDE (79-96),D2  -ELEVATOR,54,1908,"35,094","1,459,910",41.6,"377,611",10.76,"1,082,299","6,793,000",193.57,0,1-01246-0044,328 WEST 85 STREET,UPPER WEST SIDE (79-96),D2  -ELEVATOR,48,1920,"24,544","1,119,452",45.61,"249,367",10.16,"870,085","8,338,000",339.72,0,1-01247-0015,343 WEST 85 STREET,UPPER WEST SIDE (79-96),D2  -ELEVATOR,47,1920,"24,216","1,019,978",42.12,"285,507",11.79,"734,471","5,152,000",212.75,0.05
1-00604-7501,0079-R1,162 CHRISTOPHER STREET,GREENWICH VILLAGE-WEST,R4  -ELEVATOR,83,1920,"88,227","4,039,032",45.78,"1,534,268",17.39,"2,504,764","20,163,000",228.54,1-00632-0031,133 CHARLES STREET,GREENWICH VILLAGE-WEST,D5  -ELEVATOR,50,1896,"34,504","1,583,734",45.9,"585,878",16.98,"997,856","9,414,000",272.84,0.18,1-00631-0030,697 GREENWICH STREET,GREENWICH VILLAGE-WEST,D5  -ELEVATOR,53,1979,"51,200","2,343,936",45.78,"1,141,760",22.3,"1,202,176","13,294,000",259.65,0.18,1-00588-0078,23 GROVE STREET,GREENWICH VILLAGE-WEST,D3  -ELEVATOR,25,1888,"11,838","510,455",43.12,"164,311",13.88,"346,144","3,146,000",265.75,0.24
1-00181-7501,0080-R1,355 GREENWICH STREET,TRIBECA,R2  -WALK-UP,10,1983,"10,962","454,813",41.49,"177,584",16.2,"277,229","2,231,001",203.52,1-00489-0005,63 SULLIVAN STREET,SOHO,C1  -WALK-UP,13,1989,"9,110","377,974",41.49,"147,582",16.2,"230,392","1,423,000",156.2,0.48,1-00489-0006,65 SULLIVAN STREET,SOHO,C1  -WALK-UP,13,1989,"9,110","380,980",41.82,"148,402",16.29,"232,578","1,378,000",151.26,0.48,1-00489-0007,67 SULLIVAN STREET,SOHO,C1  -WALK-UP,12,1900,"9,110","370,959",40.72,"143,938",15.8,"227,021","1,364,000",149.73,0.48
1-01142-7501,0081-R1,135 WEST 70 STREET,UPPER WEST SIDE (59-79),R4  -ELEVATOR,87,1926,"119,000","5,038,460",42.34,"1,657,670",13.93,"3,380,790","27,211,996",228.67,1-01143-0027,115 WEST 71 STREET,UPPER WEST SIDE (59-79),D3  -ELEVATOR,38,1913,"36,364","1,548,015",42.57,"555,278",15.27,"992,737","7,878,000",216.64,0.05,1-01143-0020,133 WEST 71 STREET,UPPER WEST SIDE (59-79),D3  -ELEVATOR,36,1928,"30,712","1,300,346",42.34,"427,818",13.93,"872,528","7,329,000",238.64,0.05,1-01124-0057,44 WEST 72 STREET,UPPER WEST SIDE (59-79),D1  -ELEVATOR,39,1927,"18,600","769,296",41.36,"271,374",14.59,"497,922","2,914,000",156.67,0.16
1-00911-7501,0082-R1,242 EAST 31 STREET,MURRAY HILL,R4  -ELEVATOR,30,1925,"41,297","1,980,191",47.95,"557,097",13.49,"1,423,094","11,453,999",277.36,1-00911-0008,207 EAST 30 STREET,MURRAY HILL,D3  -ELEVATOR,79,1985,"47,903","2,296,949",47.95,"646,211",13.49,"1,650,738","15,257,000",318.5,0,1-00909-0046,216 EAST 29 STREET,MURRAY HILL,D3  -ELEVATOR,54,1960,"24,600","1,111,182",45.17,"266,664",10.84,"844,518","4,493,000",182.64,0.1,1-00909-0043,220 EAST 29 STREET,MURRAY HILL,D3  -ELEVATOR,82,1910,"41,094","2,019,359",49.14,"569,152",13.85,"1,450,207","10,924,000",265.83,0.1
1-01008-7501,0084-R1,108 WEST 56 STREET,MIDTOWN WEST,R4  -ELEVATOR,50,1982,"96,492","4,505,211",46.69,"1,286,238",13.33,"3,218,973","25,909,004",268.51,1-01011-0025,117 WEST 58 STREET,MIDTOWN WEST,D6  -ELEVATOR,102,1900,"66,173","3,363,574",50.83,"1,003,844",15.17,"2,359,730","18,994,000",287.04,0.15,1-01034-0007,337 WEST 43 STREET,MIDTOWN WEST,D3  -ELEVATOR,25,1988,"17,600","748,880",42.55,"202,224",11.49,"546,656","4,400,000",250,0.68, , , , , , , , , , , , , , , 
1-01320-7501,0085-R1,238 EAST 47 STREET,MIDTOWN EAST,R4  -ELEVATOR,230,1982,"360,110","16,399,409",45.54,"4,094,451",11.37,"12,304,958","99,041,982",275.03,1-01422-0021,1283 2 AVENUE,UPPER EAST SIDE (59-79),D6  -ELEVATOR,181,1973,"348,130","16,181,082",46.48,"5,148,843",14.79,"11,032,239","75,626,000",217.23,1.04,1-01401-0033,1130 3 AVENUE,UPPER EAST SIDE (59-79),D6  -ELEVATOR,158,1957,"286,755","12,786,405",44.59,"2,279,702",7.95,"10,506,703","89,472,000",312.02,0.99, , , , , , , , , , , , , , , 
1-01292-7501,0086-R1,721 5 AVENUE,MIDTOWN CBD,R4  -ELEVATOR,232,1983,"499,668","34,122,328",68.29,"9,553,652",19.12,"24,568,676","196,954,010",394.17,1-01376-0001,800 5 AVENUE,UPPER EAST SIDE (59-79),D8  -ELEVATOR,234,1979,"355,978","31,575,249",88.7,"6,631,870",18.63,"24,943,379","197,118,000",553.74,0.25,1-01401-0033,1130 3 AVENUE,UPPER EAST SIDE (59-79),D6  -ELEVATOR,158,1957,"286,755","13,726,962",47.87,"2,609,471",9.1,"11,117,491","89,472,000",312.02,0.58, , , , , , , , , , , , , , , 
1-01395-7501,0087-R1,1010 3 AVENUE,UPPER EAST SIDE (59-79),R9  -CONDOPS,166,1963,"165,925","8,556,752",51.57,"2,905,347",17.51,"5,651,405","45,488,000",274.15,1-01416-0012,223 EAST 61 STREET,UPPER EAST SIDE (59-79),D1  -ELEVATOR,48,1942,"39,510","2,037,531",51.57,"691,820",17.51,"1,345,711","8,102,000",205.06,0.13,1-01437-0017,341 EAST 62 STREET,UPPER EAST SIDE (59-79),D3  -ELEVATOR,17,1910,"11,900","600,117",50.43,"203,252",17.08,"396,865","3,593,000",301.93,0.27,1-01437-0041,330 EAST 63 STREET,UPPER EAST SIDE (59-79),D1  -ELEVATOR,90,1949,"70,992","3,668,157",51.67,"1,069,849",15.07,"2,598,308","15,778,000",222.25,0.27
1-00573-7502,0089-R1,69 WEST 9 STREET,GREENWICH VILLAGE-CENTRAL,R9  -CONDOPS,119,1959,"94,250","4,148,885",44.02,"1,155,505",12.26,"2,993,380","24,094,000",255.64,1-00573-0011,60 WEST 10 STREET,GREENWICH VILLAGE-CENTRAL,D1  -ELEVATOR,27,1910,"20,797","915,484",44.02,"254,971",12.26,"660,513","4,749,000",228.35,0,1-00570-0008,6 EAST 13 STREET,GREENWICH VILLAGE-CENTRAL,D5  -ELEVATOR,54,1900,"49,408","2,140,355",43.32,"536,077",10.85,"1,604,278","13,222,000",267.61,0.21,1-00552-0010,82 WEST WASHINGTON PLACE,GREENWICH VILLAGE-CENTRAL,D3  -ELEVATOR,35,1900,"27,108","1,269,468",46.83,"311,742",11.5,"957,726","6,713,000",247.64,0.21
1-01269-7501,0090-R1,15 WEST 53 STREET,MIDTOWN WEST,R4  -ELEVATOR,246,1982,"503,000","27,780,690",55.23,"7,705,960",15.32,"20,074,730","161,579,999",321.23,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6  -ELEVATOR,167,1983,"324,212","17,906,229",55.23,"4,966,928",15.32,"12,939,301","75,203,000",231.96,0.6,1-01422-0021,1283 2 AVENUE,UPPER EAST SIDE (59-79),D6  -ELEVATOR,181,1973,"348,130","18,792,057",53.98,"4,919,077",14.13,"13,872,980","75,626,000",217.23,0.89,1-01410-0033,177 EAST 75 STREET,UPPER EAST SIDE (59-79),D6  -ELEVATOR,103,1962,"186,802","11,634,029",62.28,"3,435,289",18.39,"8,198,740","43,011,000",230.25,1.18
1-01868-7501,0093-R1,275 WEST 96 STREET,UPPER WEST SIDE (96-116),R4  -ELEVATOR,302,1983,"358,000","12,458,400",34.8,"3,648,020",10.19,"8,810,380","70,348,005",196.5,1-01868-0001,740 WEST END AVENUE,UPPER WEST SIDE (96-116),D3  -ELEVATOR,107,1915,"135,463","4,846,866",35.78,"1,479,256",10.92,"3,367,610","17,501,000",129.19,0,1-01869-0059,254 WEST 98 STREET,UPPER WEST SIDE (96-116),D1  -ELEVATOR,35,1920,"23,968","834,086",34.8,"244,234",10.19,"589,852","5,534,000",230.89,0.05,1-01869-0006,251 WEST 97 STREET,UPPER WEST SIDE (96-116),D1  -ELEVATOR,53,1910,"35,886","1,221,559",34.04,"388,645",10.83,"832,914","7,748,000",215.91,0.05
1-01390-7502,0094-R1,32 EAST 76 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,30,1982,"42,054","2,260,823",53.76,"554,272",13.18,"1,706,551","13,736,010",326.63,1-01393-0040,74 EAST 79 STREET,UPPER EAST SIDE (59-79),D3  -ELEVATOR,42,1899,"62,472","3,358,495",53.76,"823,381",13.18,"2,535,114","19,067,000",305.21,0.15,1-01411-0031,191 EAST 76 STREET,UPPER EAST SIDE (59-79),D5  -ELEVATOR,40,1960,"24,206","1,297,926",53.62,"313,226",12.94,"984,700","7,358,000",303.97,0.2,1-01406-0007,115 EAST 71 STREET,UPPER EAST SIDE (59-79),D1  -ELEVATOR,30,1966,"17,930","1,010,714",56.37,"264,288",14.74,"746,426","3,992,000",222.64,0.23
1-00864-7501,0096-R1,20 EAST 35 STREET,MURRAY HILL,R9  -CONDOPS,169,1938,"182,166","8,361,419",45.9,"2,606,795",14.31,"5,754,624","46,319,000",254.27,1-00865-0032,20 PARK AVENUE,MURRAY HILL,D7  -ELEVATOR,102,1939,"101,306","4,649,945",45.9,"1,449,689",14.31,"3,200,256","28,137,000",277.74,0.05,1-00865-0024,35 EAST 35 STREET,MURRAY HILL,D6  -ELEVATOR,136,1955,"132,955","4,963,210",37.33,"2,048,837",15.41,"2,914,373","26,117,000",196.43,0.05,1-00890-0005,15 PARK AVENUE,MURRAY HILL,D6  -ELEVATOR,102,1924,"71,115","3,407,831",47.92,"1,555,996",21.88,"1,851,835","24,966,000",351.07,0.1
1-01375-7501,0098-R1,40 EAST 61 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,36,1928,"78,349","3,511,602",44.82,"1,223,028",15.61,"2,288,574","18,420,999",235.11,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6  -ELEVATOR,167,1983,"324,212","14,531,182",44.82,"5,060,949",15.61,"9,470,233","75,203,000",231.96,0.32,1-01422-0021,1283 2 AVENUE,UPPER EAST SIDE (59-79),D6  -ELEVATOR,181,1973,"348,130","15,168,024",43.57,"5,020,035",14.42,"10,147,989","75,626,000",217.23,0.46,1-01410-0033,177 EAST 75 STREET,UPPER EAST SIDE (59-79),D6  -ELEVATOR,103,1962,"186,802","9,687,552",51.86,"3,491,329",18.69,"6,196,223","43,011,000",230.25,0.77
1-01505-7502,0100-R1,40 EAST 94 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,208,1984,"299,069","14,672,325",49.06,"4,336,501",14.5,"10,335,824","83,191,989",278.17,1-01521-0007,115 EAST 92 STREET,UPPER EAST SIDE (79-96),D3  -ELEVATOR,54,1927,"65,692","3,221,536",49.04,"1,123,333",17.1,"2,098,203","15,727,000",239.41,0.11,1-01521-0059,130 EAST 93 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,27,1925,"20,375","999,598",49.06,"295,438",14.5,"704,160","4,428,000",217.33,0.11,1-01520-0033,169 EAST 91 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,53,1985,"33,443","1,647,402",49.26,"680,231",20.34,"967,171","9,041,000",270.34,0.14
1-00868-7502,0101-R1,80 PARK AVENUE,MURRAY HILL,R4  -ELEVATOR,224,1956,"212,756","10,895,235",51.21,"2,946,671",13.85,"7,948,564","63,976,997",300.71,1-00892-0049,156 EAST 37 STREET,MURRAY HILL,D3  -ELEVATOR,39,1924,"41,306","2,045,886",49.53,"542,761",13.14,"1,503,125","7,546,000",182.69,0.22,1-00862-0009,9 EAST 32 STREET,MURRAY HILL,D3  -ELEVATOR,77,1930,"39,740","2,035,085",51.21,"550,399",13.85,"1,484,686","14,395,000",362.23,0.32,1-00918-0010,213 EAST 37 STREET,MURRAY HILL,D3  -ELEVATOR,34,1925,"20,269","1,045,678",51.59,"316,196",15.6,"729,482","7,083,000",349.45,0.32
1-01405-7501,0103-R1,110 EAST 71 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,21,1982,"34,906","1,877,594",53.79,"511,373",14.65,"1,366,221","10,997,009",315.05,1-01410-0033,177 EAST 75 STREET,UPPER EAST SIDE (59-79),D6  -ELEVATOR,103,1962,"186,802","11,254,821",60.25,"3,420,345",18.31,"7,834,476","43,011,000",230.25,0.27,1-01422-0021,1283 2 AVENUE,UPPER EAST SIDE (59-79),D6  -ELEVATOR,181,1973,"348,130","18,085,354",51.95,"4,887,745",14.04,"13,197,609","75,626,000",217.23,0.25,1-01492-0036,920 PARK AVENUE,UPPER EAST SIDE (79-96),D9  -ELEVATOR,72,1962,"155,544","8,366,712",53.79,"2,278,720",14.65,"6,087,992","37,340,000",240.06,0.52
1-01388-7501,0104-R1,923 5 AVENUE,UPPER EAST SIDE (59-79),R4  -ELEVATOR,97,1950,"153,046","7,451,810",48.69,"2,454,858",16.04,"4,996,952","40,219,991",262.8,1-01492-0036,920 PARK AVENUE,UPPER EAST SIDE (79-96),D9  -ELEVATOR,72,1962,"155,544","7,573,437",48.69,"2,494,926",16.04,"5,078,511","37,340,000",240.06,0.37,1-01410-0033,177 EAST 75 STREET,UPPER EAST SIDE (59-79),D6  -ELEVATOR,103,1962,"186,802","10,300,262",55.14,"3,679,999",19.7,"6,620,263","43,011,000",230.25,0.3,1-01422-0021,1283 2 AVENUE,UPPER EAST SIDE (59-79),D6  -ELEVATOR,181,1973,"348,130","16,309,891",46.85,"5,375,127",15.44,"10,934,764","75,626,000",217.23,0.5
1-01342-7502,0105-R1,301 EAST 49 STREET,MIDTOWN EAST,R4  -ELEVATOR,20,1982,"33,376","1,332,370",39.92,"278,690",8.35,"1,053,680","8,473,998",253.89,1-01342-0045,320 EAST 50 STREET,MIDTOWN EAST,D1  -ELEVATOR,36,1960,"23,442","935,805",39.92,"195,741",8.35,"740,064","5,857,000",249.85,0,1-01343-0005,307 EAST 50 STREET,MIDTOWN EAST,D3  -ELEVATOR,111,1962,"71,137","2,763,672",38.85,"607,510",8.54,"2,156,162","14,848,000",208.72,0.05,1-01324-0042,214 EAST 51 STREET,MIDTOWN EAST,D1  -ELEVATOR,65,1927,"28,458","1,143,158",40.17,"247,015",8.68,"896,143","9,209,000",323.6,0.15
1-00624-7502,0106-R1,69 BANK STREET,GREENWICH VILLAGE-WEST,R4  -ELEVATOR,15,1983,"27,448","1,200,301",43.73,"409,799",14.93,"790,502","6,363,000",231.82,1-00624-0044,290 WEST 12 STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,44,1965,"26,694","1,245,542",46.66,"363,839",13.63,"881,703","3,755,000",140.67,0,1-00624-0031,8 8 AVENUE,GREENWICH VILLAGE-WEST,D9  -ELEVATOR,42,1930,"35,136","1,536,497",43.73,"524,580",14.93,"1,011,917","7,629,000",217.13,0,1-00622-0056,53 PERRY STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,72,1930,"34,140","1,414,420",41.43,"473,522",13.87,"940,898","11,105,000",325.28,0.1
1-01117-7501,0107-R1,8 WEST 65 STREET,UPPER WEST SIDE (59-79),R4  -ELEVATOR,11,1983,"9,335","446,960",47.88,"139,278",14.92,"307,682","2,477,000",265.35,1-01117-0025,9 WEST 64 STREET,UPPER WEST SIDE (59-79),D1  -ELEVATOR,35,1930,"21,528","1,030,761",47.88,"321,198",14.92,"709,563","3,908,000",181.53,0,1-01117-0055,56 WEST 65 STREET,UPPER WEST SIDE (59-79),D1  -ELEVATOR,53,1937,"33,312","1,621,295",48.67,"484,023",14.53,"1,137,272","9,261,000",278.01,0,1-01120-0038,12 WEST 68 STREET,UPPER WEST SIDE (59-79),D1  -ELEVATOR,15,1900,"13,380","608,656",45.49,"156,947",11.73,"451,709","4,044,000",302.24,0.14
1-00819-7501,0109-R1,12 WEST 18 STREET,FLATIRON,R4  -ELEVATOR,15,1910,"28,804","1,688,490",58.62,"611,509",21.23,"1,076,981","8,669,002",300.97,1-00818-0019,27 WEST 16 STREET,FLATIRON,D5  -ELEVATOR,75,1907,"41,300","2,421,006",58.62,"876,799",21.23,"1,544,207","12,428,000",300.92,0.05,1-00818-0010,43 WEST 16 STREET,FLATIRON,D9  -ELEVATOR,95,1911,"64,049","3,890,336",60.74,"1,289,947",20.14,"2,600,389","20,928,000",326.75,0.05,1-00846-0041,220 PARK AVENUE SOUTH,FLATIRON,D7  -ELEVATOR,38,1900,"33,638","1,832,262",54.47,"341,089",10.14,"1,491,173","12,004,000",356.86,0.24
1-01377-7502,0111-R1,26 EAST 63 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,68,1901,"85,219","3,591,129",42.14,"1,113,812",13.07,"2,477,317","19,939,999",233.99,1-01379-0066,4 EAST 65 STREET,UPPER EAST SIDE (59-79),D3  -ELEVATOR,20,1915,"22,344","821,812",36.78,"197,744",8.85,"624,068","5,284,000",236.48,0.13,1-01381-0010,11 EAST 66 STREET,UPPER EAST SIDE (59-79),D3  -ELEVATOR,19,1920,"11,250","491,175",43.66,"155,138",13.79,"336,037","3,066,000",272.53,0.21,1-01382-0007,5 EAST 67 STREET,UPPER EAST SIDE (59-79),D2  -ELEVATOR,22,1910,"11,472","483,430",42.14,"149,939",13.07,"333,491","2,854,000",248.78,0.26
1-01047-7501,0115-R1,340 WEST 57 STREET,MIDTOWN WEST,R4  -ELEVATOR,576,1931,"609,127","26,649,306",43.75,"5,610,060",9.21,"21,039,246","169,343,969",278.01,1-01046-0043,318 WEST 56 STREET,MIDTOWN WEST,D3  -ELEVATOR,68,1961,"54,400","2,310,912",42.48,"563,040",10.35,"1,747,872","9,155,000",168.29,0.05,1-01045-0054,350 WEST 55 STREET,MIDTOWN WEST,D3  -ELEVATOR,126,1912,"75,926","3,613,318",47.59,"895,168",11.79,"2,718,150","17,664,000",232.65,0.1,1-01043-0005,369 WEST 52 STREET,MIDTOWN WEST,D5  -ELEVATOR,48,1940,"37,030","1,620,063",43.75,"341,046",9.21,"1,279,017","12,232,000",330.33,0.2
